Reported by,Metric Category,Metric,Sub-Group,Unit of Measure,Comments,Date,Value,Plant,Fuel
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2021-08-01,4.878,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2021-08-01,8.084,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2021-08-01,1.25,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2021-08-01,46.91,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2021-08-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2021-08-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2021-09-01,37.89,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2021-09-01,161.07,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2021-09-01,98.83,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2021-09-01,290.01,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2021-09-01,259.76,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2021-09-01,114.91,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2021-09-01,36.36,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2021-09-01,13.49,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2021-09-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2021-09-01,3.73,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2021-09-01,0.01,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2021-09-01,9.32,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2021-09-01,10.4,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2021-09-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2021-09-01,45.67,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2021-09-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2021-09-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2021-10-01,80.62,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2021-10-01,163.86,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2021-10-01,184.49,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2021-10-01,251.4,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2021-10-01,239.54,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2021-10-01,78.03,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2021-10-01,26.16,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2021-10-01,5.41,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2021-10-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2021-10-01,1.8,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2021-10-01,0.46,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2021-10-01,6.01,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2021-10-01,5.04,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2021-10-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2021-10-01,38.82,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2021-10-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2021-10-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2021-11-01,91.1,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2021-11-01,173.78,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2021-11-01,206.92,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2021-11-01,342.48,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2021-11-01,206.41,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2021-11-01,50.69,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2021-11-01,16.66,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2021-11-01,5.09,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2021-11-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2021-11-01,0.73,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2021-11-01,1.77,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2021-11-01,5.16,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2021-11-01,4.32,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2021-11-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2021-11-01,25.56,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2021-11-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2021-11-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2021-12-01,79.742,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2021-12-01,146.099,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2021-12-01,179.58,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2021-12-01,345.7,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2021-12-01,177.736,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2021-12-01,48.565,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2021-12-01,13.274,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2021-12-01,4.891,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2021-12-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2021-12-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2021-12-01,2.3,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2021-12-01,3.989,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2021-12-01,4.24,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2021-12-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2021-12-01,17.699,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2021-12-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2021-12-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-01-01,69.916,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-01-01,144.46,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-01-01,280.98,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-01-01,328.73,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-01-01,112.821,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-01-01,17.504,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-01-01,2.5464,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-01-01,1.178,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-01-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-01-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-01-01,0.41,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-01-01,0.586,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-01-01,0.464,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-01-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-01-01,2.491,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-01-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-01-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-02-01,64.711,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-02-01,81.936,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-02-01,300.86,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-02-01,301.03,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-02-01,99.858,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-02-01,17.707,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-02-01,2.1243,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-02-01,0.875,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-02-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-02-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-02-01,0.37,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-02-01,0.48,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-02-01,0.393,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-02-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-02-01,4.057,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-02-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-02-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-03-01,67.603,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-03-01,123.964,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-03-01,319.94,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-03-01,177.66,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-03-01,140.84,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-03-01,22.87,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-03-01,4.1326,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-03-01,1.061,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-03-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-03-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-03-01,0.36,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-03-01,0.795,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-03-01,0.122,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-03-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-03-01,7.662,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-03-01,0.001,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-03-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-04-01,84.77,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-04-01,194.289,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-04-01,183.01,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-04-01,105.085,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-04-01,119.764,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-04-01,53.011,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-04-01,27.2131,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-04-01,6.272,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-04-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-04-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-04-01,2.17,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-04-01,3.987,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-04-01,2.046,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-04-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-04-01,24.024,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-04-01,0.026,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-04-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-05-01,89.322,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-05-01,234.595,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-05-01,272.83,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-05-01,146.325,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-05-01,91.189,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-05-01,87.645,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-05-01,31.5159,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-05-01,1.857,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-05-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-05-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-05-01,2.11,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-05-01,3.581,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-05-01,4.829,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-05-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-05-01,19.122,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-05-01,0.012309,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-05-01,0.013,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-06-01,93.914,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-06-01,219.072,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-06-01,346.64,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-06-01,205.575,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-06-01,92.397,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-06-01,64.429,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-06-01,16.2145,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-06-01,3.304,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-06-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-06-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-06-01,0.72,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-06-01,0.715,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-06-01,1.66,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-06-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-06-01,12.279,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-06-01,0.003,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-06-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-07-01,75.955,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-07-01,206.126,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-07-01,341.77,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-07-01,208.41,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-07-01,201.159,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-07-01,71.784,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-07-01,19.1134,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-07-01,4.8446,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-07-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-07-01,0.169,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-07-01,0.12,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-07-01,0.583,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-07-01,0.974,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-07-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-07-01,11.718,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-07-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-07-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-08-01,79.573,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-08-01,204.693,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-08-01,360.27,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-08-01,171.09,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-08-01,231.928,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-08-01,82.949,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-08-01,21.394,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-08-01,5.263,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-08-01,0.482,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-08-01,1.113,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-08-01,1.35,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-08-01,2.822,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-08-01,3.392,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-08-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-08-01,25.9,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-08-01,0.003,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-08-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2022-09-01,81.712,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2022-09-01,80.6112,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2022-09-01,280.58,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2022-09-01,111.11,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2022-09-01,170.708,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2022-09-01,56.667,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2022-09-01,38.2141,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2022-09-01,28.372,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2022-09-01,0.032,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2022-09-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2022-09-01,0.0,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2022-09-01,5.702,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2022-09-01,2.89,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2022-09-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2022-09-01,45.677,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2022-09-01,0.091,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2022-09-01,0.77592,Culebra , Diesel
